qid,question,topic_key,topic,gold_row_no,gold_chroma_id,gold_title,linh_vuc,variant,difficulty,in_scope,oos_kind,chosen_tool,expected,hit
Q0115,xác nhận mức độ khuyết tật cần giấy tờ gì,khuyet_tat,xác nhận mức độ khuyết tật,8;21,7;20,"Xác định, xác định lại mức độ khuyết tật và cấp Giấy xác nhận khuyết tật | Xác định, xác định lại mức độ khuyết tật và cấp giấy xác nhận khuyết tật",Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0116,"Con toi bi khuyet tat bam sinh, lam sao de duoc cap giay xac nhan",khuyet_tat,xác nhận mức độ khuyết tật,8;21,7;20,"Xác định, xác định lại mức độ khuyết tật và cấp Giấy xác nhận khuyết tật | Xác định, xác định lại mức độ khuyết tật và cấp giấy xác nhận khuyết tật",Văn hóa - Xã hội,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0117,t muốn giám định lại mức độ khuyết tật vì tình trạng nặng hơn,khuyet_tat,xác nhận mức độ khuyết tật,8;21,7;20,"Xác định, xác định lại mức độ khuyết tật và cấp Giấy xác nhận khuyết tật | Xác định, xác định lại mức độ khuyết tật và cấp giấy xác nhận khuyết tật",Văn hóa - Xã hội,abbrev,hard,1,,get_procedure,get_procedure|search_procedures,1
Q0118,Tôi muốn giám định lại mức độkhuyết tật vì tình trạng nặng hơn,khuyet_tat,xác nhận mức độ khuyết tật,8;21,7;20,"Xác định, xác định lại mức độ khuyết tật và cấp Giấy xác nhận khuyết tật | Xác định, xác định lại mức độ khuyết tật và cấp giấy xác nhận khuyết tật",Văn hóa - Xã hội,typo,hard,1,,none,get_procedure|search_procedures,0
Q0119,xác nhận mức độ khuyết tật phí,khuyet_tat,xác nhận mức độ khuyết tật,8;21,7;20,"Xác định, xác định lại mức độ khuyết tật và cấp Giấy xác nhận khuyết tật | Xác định, xác định lại mức độ khuyết tật và cấp giấy xác nhận khuyết tật",Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0120,cho mình hỏi tôi muốn giám định lại mức độ khuyết tật vì tình trạng nặng hơn với ạ,khuyet_tat,xác nhận mức độ khuyết tật,8;21,7;20,"Xác định, xác định lại mức độ khuyết tật và cấp Giấy xác nhận khuyết tật | Xác định, xác định lại mức độ khuyết tật và cấp giấy xác nhận khuyết tật",Văn hóa - Xã hội,colloquial,medium,1,,none,get_procedure|search_procedures,0
Q0121,"Gia đình tôi vừa hoả táng cho mẹ, nghe nói thành phố có hỗ trợ tiền",hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,situational,hard,1,,none,get_procedure|search_procedures,0
Q0122,Hộ khẩu TPHCM thì được hỗ trợ bao nhiêu khi hoả táng,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0123,hỗ trợ chi phí hoả táng nộp ở đâu,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0124,hồ sơ hỗ trợ chi phí hoả táng gồm những gì,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0125,hỗ trợ chi phí hoả táng làm online được không,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0126,hỗ trợ chi phí hoả táng cần giấy tờ gì,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0127,hỗ trợ chi phí hoả táng có mất phí không,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0128,hỗ trợ chi phí hoả táng lệ phí bao nhiêu,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0129,hỗ trợ chi phí hoả táng mất bao lâu,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0130,hỗ trợ chi phí hoả táng bao nhiêu ngày thì xong,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0131,"Gia dinh toi vua hoa tang cho me, nghe noi thanh pho co ho tro tien",hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,no_diacritics,hard,1,,none,get_procedure|search_procedures,0
Q0132,hộ khẩu tphcm thì dc hỗ trợ bn khi hoả táng,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,abbrev,hard,1,,none,get_procedure|search_procedures,0
Q0133,hỗ trợ chi phí hoảtáng cần giấy tờ gì,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0134,hỗ trợ chi phí hoả táng ở đâu,hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0135,"ad ơi gia đình tôi vừa hoả táng cho mẹ, nghe nói thành phố có hỗ trợ tiền nhỉ",hoa_tang,hỗ trợ chi phí hoả táng,9;14,8;13,Thủ tục hỗ trợ chi phí khuyến khích hoả táng đối với người dân có hộ khẩu Thành phố Hồ Chí Minh | Hỗ trợ chi phí khuyến khích hỏa táng,Văn hóa - Xã hội,colloquial,medium,1,,none,get_procedure|search_procedures,0
Q0136,"Nhà tôi đang thờ cúng liệt sĩ, muốn hưởng chế độ trợ cấp hàng năm",tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0137,"Anh trai tôi là liệt sĩ, giờ tôi thờ cúng thì làm hồ sơ gì",tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0138,trợ cấp thờ cúng liệt sĩ có mất phí không,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0139,trợ cấp thờ cúng liệt sĩ lệ phí bao nhiêu,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0140,trợ cấp thờ cúng liệt sĩ nộp ở đâu,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0141,trợ cấp thờ cúng liệt sĩ mất bao lâu,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0142,hồ sơ trợ cấp thờ cúng liệt sĩ gồm những gì,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0143,trợ cấp thờ cúng liệt sĩ làm online được không,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0144,trợ cấp thờ cúng liệt sĩ cần giấy tờ gì,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0145,trợ cấp thờ cúng liệt sĩ bao nhiêu ngày thì xong,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0146,tro cap tho cung liet si can giay to gi,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0147,trợ cấp thờ cúng liệt sĩ cần gt j,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0148,"Anh trai tôi là liệt sĩ, giờờ tôi thờ cúng thì làm hồ sơ gì",tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0149,trợ cấp thờ cúng liệt sĩ,tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0150,"cho mình hỏi anh trai tôi là liệt sĩ, giờ tôi thờ cúng thì làm hồ sơ gì ạ",tho_cung_liet_si,trợ cấp thờ cúng liệt sĩ,10;13,9;12,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ. | Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,Văn hóa - Xã hội,colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0151,"Bằng Tổ quốc ghi công của gia đình tôi bị rách, xin đổi lại được không",to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,situational,hard,1,,none,get_procedure|search_procedures,0
Q0152,Làm sao cấp lại bằng Tổ quốc ghi công bị mất do lụt,to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0153,cấp đổi Bằng Tổ quốc ghi công bao nhiêu ngày thì xong,to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0154,cấp đổi Bằng Tổ quốc ghi công cần giấy tờ gì,to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0155,hồ sơ cấp đổi Bằng Tổ quốc ghi công gồm những gì,to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0156,cấp đổi Bằng Tổ quốc ghi công làm online được không,to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0157,cấp đổi Bằng Tổ quốc ghi công có mất phí không,to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0158,cấp đổi Bằng Tổ quốc ghi công nộp ở đâu,to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,facet_place,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0159,cấp đổi Bằng Tổ quốc ghi công lệ phí bao nhiêu,to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0160,cấp đổi Bằng Tổ quốc ghi công mất bao lâu,to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,facet_time,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0161,"Bang To quoc ghi cong cua gia dinh toi bi rach, xin doi lai duoc khong",to_quoc_ghi_cong,cấp đổi Bằng Tổ quốc ghi công,11,10,Cấp đổi Bằng “Tổ quốc ghi công”,Văn hóa - Xã hội,no_diacritics,hard,1,,none,get_procedure|search_procedures,0
